API_NO,WELL_NAME,FIELD,OPERATOR,LATITUDE,LONGITUDE,COUNTY,STATE,FORMATION,STATUS,SPUD_DATE,FIRST_PROD_DATE,TVD_FT,MD_FT,LATERAL_LENGTH_FT,PERF_TOP_FT,PERF_BOTTOM_FT
42-389-37820,Brooks 3V,Monahans,Texas Energy LLC,31.71952,-103.722096,Reeves,TX,Wolfcamp A,ACTIVE,2022-09-16,2022-11-25,10884,23992,12679,10537,10945
42-389-72431,James 12H,Ward-Estes,Texas Energy LLC,31.697035,-103.100706,Reeves,TX,2nd Bone Spring,ACTIVE,2022-11-14,2023-01-13,12737,22533,9710,12512,12981
42-475-87963,Butler 7H,Imperial,Texas Energy LLC,31.658036,-103.409255,Ward,TX,Brushy Canyon,SHUT-IN,2025-06-11,2025-09-06,9356,16827,7634,9046,9583
42-389-33251,Cole 5V,Buena Vista,Texas Energy LLC,31.457596,-103.242689,Reeves,TX,1st Bone Spring,ACTIVE,2022-10-17,2022-12-13,12398,26051,13235,12289,12478
42-389-96631,Land Trust 7H,Delaware Basin,Texas Energy LLC,31.529888,-103.550219,Reeves,TX,Avalon Shale,ACTIVE,2025-05-11,2025-08-02,12478,26795,14604,12325,12661
42-301-89424,Hamilton 12H,Orla,Texas Energy LLC,31.844919,-103.972486,Loving,TX,Wolfcamp A,SHUT-IN,2022-03-16,2022-05-22,12784,26559,13474,12315,12900
42-389-85895,Anderson 5H,Buena Vista,Texas Energy LLC,31.163275,-103.685265,Reeves,TX,Brushy Canyon,ACTIVE,2022-03-28,2022-05-19,8527,17018,8924,8029,8774
42-389-85767,Green 2V,Loving,Texas Energy LLC,31.614495,-103.671034,Reeves,TX,Wolfcamp A,ACTIVE,2024-08-26,2024-10-11,10618,23606,13174,10273,10898
42-371-98775,Watson 12H,Monahans,Texas Energy LLC,31.00978,-103.109028,Pecos,TX,Delaware Mountain,ACTIVE,2025-06-13,2025-08-04,13036,21586,8851,12771,13268
42-301-97465,Flores 12H,Monahans,Texas Energy LLC,31.932321,-103.742561,Loving,TX,Wolfcamp C,ACTIVE,2025-06-06,2025-08-01,13008,28066,14866,12543,13195
42-475-76801,Anderson 7H,Culberson County,Texas Energy LLC,31.373359,-103.06139,Ward,TX,Wolfcamp B,ACTIVE,2023-09-08,2023-11-22,12482,20426,7977,12368,12750
42-495-32371,Gibson 7H,Coyanosa,Texas Energy LLC,31.920998,-103.47393,Winkler,TX,Wolfcamp C,ACTIVE,2022-08-04,2022-10-27,11512,21973,10763,11237,11673
42-389-40191,Reed 4V,Red Hills,Texas Energy LLC,31.723295,-103.256359,Reeves,TX,Wolfcamp A,ACTIVE,2022-10-08,2022-12-03,9785,20974,10709,9587,9898
42-389-64667,State 8H,Wink,Texas Energy LLC,31.757203,-103.299269,Reeves,TX,Wolfcamp C,ACTIVE,2024-05-13,2024-06-29,11002,19328,7911,10829,11302
42-389-53894,Johnson 5H,Pecos Valley,Texas Energy LLC,31.101747,-103.73823,Reeves,TX,Brushy Canyon,ACTIVE,2024-12-10,2025-02-23,10492,21946,11903,10002,10571
42-301-74588,Watson 2V,Monahans,Texas Energy LLC,31.941402,-103.603667,Loving,TX,2nd Bone Spring,ACTIVE,2023-10-21,2024-01-04,13303,19898,6096,12822,13411
42-109-96496,Beal 7H,Monahans,Texas Energy LLC,31.850489,-104.393902,Culberson,TX,Wolfcamp A,SHUT-IN,2024-12-01,2025-02-06,9053,19448,10649,8578,9271
42-475-45456,Alexander 7H,Kermit,Texas Energy LLC,31.568734,-103.396335,Ward,TX,Wolfcamp A,ACTIVE,2023-01-21,2023-03-19,10807,20284,9168,10673,10935
42-495-83180,Reed 8H,Balmorhea,Texas Energy LLC,31.767201,-103.058539,Winkler,TX,Bone Spring,ACTIVE,2024-03-21,2024-05-05,9242,17330,7777,9059,9354
42-475-74287,Hamilton 5V,Van Horn,Texas Energy LLC,31.455104,-103.008423,Ward,TX,1st Bone Spring,ACTIVE,2024-06-26,2024-09-24,10859,18785,7912,10694,10986
42-371-99508,Beal 7H,Grandfalls,Texas Energy LLC,30.93756,-102.657578,Pecos,TX,2nd Bone Spring,ACTIVE,2025-05-04,2025-07-18,11649,17836,6034,11227,11859
42-389-66444,Resources 11H,Coyanosa,Texas Energy LLC,31.573012,-103.13761,Reeves,TX,Bone Spring,ACTIVE,2025-06-27,2025-08-31,10123,17902,8229,9771,10300
42-301-49603,Alexander 10H,Buena Vista,Texas Energy LLC,31.842204,-103.911289,Loving,TX,Delaware Mountain,ACTIVE,2022-02-16,2022-05-14,9567,24506,14887,9467,9846
42-301-68625,Sanders 2H,Red Hills,Texas Energy LLC,31.669802,-103.876047,Loving,TX,2nd Bone Spring,ACTIVE,2023-02-09,2023-04-22,9143,21334,12504,8788,9279
42-475-81894,Flores 1H,Imperial,Texas Energy LLC,31.548338,-103.474425,Ward,TX,Wolfcamp C,ACTIVE,2024-05-11,2024-07-24,10569,20426,10074,10413,10836
42-389-72291,Jenkins 5H,Buena Vista,Texas Energy LLC,31.74779,-103.642171,Reeves,TX,Wolfcamp B,SHUT-IN,2023-11-10,2024-02-02,12870,19414,6530,12442,12963
42-495-47346,Patterson 4H,Delaware Basin,Texas Energy LLC,32.077163,-103.140441,Winkler,TX,Wolfcamp B,ACTIVE,2022-11-11,2023-01-27,9429,15135,5376,9264,9685
42-475-62141,Harris 9H,Imperial,Texas Energy LLC,31.35669,-103.324698,Ward,TX,1st Bone Spring,ACTIVE,2025-12-12,2026-02-20,12529,26997,14400,12366,12747
42-495-90485,Cooper 9V,Wink,Texas Energy LLC,31.833327,-103.303259,Winkler,TX,Wolfcamp B,ACTIVE,2025-01-18,2025-03-31,9146,23668,14398,8935,9437
42-389-71008,Campbell 1H,Red Hills,Texas Energy LLC,31.125911,-103.584951,Reeves,TX,1st Bone Spring,ACTIVE,2025-06-09,2025-08-19,11674,19198,7500,11257,11851
42-389-53631,Watson 3H,Toyah,Texas Energy LLC,31.089434,-103.701363,Reeves,TX,Wolfcamp A,ACTIVE,2022-01-10,2022-03-06,10572,24008,13714,10415,10694
42-389-74427,Ramirez 8H,Orla,Texas Energy LLC,31.583356,-103.396395,Reeves,TX,Brushy Canyon,ACTIVE,2023-04-11,2023-07-09,13220,24823,11159,13119,13363
42-371-98818,Long 4V,Toyah,Texas Energy LLC,30.537596,-103.106897,Pecos,TX,Wolfcamp A,ACTIVE,2023-11-21,2024-02-13,10353,17897,7491,9941,10511
42-371-93688,Patterson 9H,Kermit,Texas Energy LLC,30.807665,-102.517559,Pecos,TX,Wolfcamp A,ACTIVE,2022-05-28,2022-08-23,12731,23077,10082,12425,12786
42-301-35390,Henderson 8H,Orla,Texas Energy LLC,31.832195,-103.869854,Loving,TX,Delaware Mountain,ACTIVE,2025-03-09,2025-04-30,11066,16419,5723,10711,11339
42-301-42265,Cox 1H,Wink,Texas Energy LLC,31.963239,-103.534736,Loving,TX,Wolfcamp A,ACTIVE,2022-08-12,2022-10-29,8991,23250,13861,8867,9096
42-495-54892,Sullivan 9H,Kermit,Texas Energy LLC,31.837267,-103.143315,Winkler,TX,Avalon Shale,ACTIVE,2024-03-27,2024-06-22,13073,20840,7967,12924,13243
42-495-62049,Long 4H,Ward-Estes,Texas Energy LLC,32.015741,-103.072151,Winkler,TX,Bone Spring,ACTIVE,2022-08-24,2022-11-18,12293,25095,13078,12111,12549
42-389-65829,Moore 1H,Buena Vista,Texas Energy LLC,31.785186,-103.386625,Reeves,TX,Wolfcamp B,SHUT-IN,2024-12-10,2025-02-14,10344,23354,13418,10181,10536
42-371-87557,Watson 3H,Loving,Texas Energy LLC,31.187451,-102.997694,Pecos,TX,Wolfcamp A,ACTIVE,2023-08-16,2023-10-18,10871,17991,6638,10470,11047
42-371-41413,Davis 9H,Ward-Estes,Texas Energy LLC,30.766632,-102.644058,Pecos,TX,Wolfcamp A,ACTIVE,2023-06-07,2023-08-03,10847,20424,9532,10584,11094
42-495-83736,Johnson 8H,Monahans,Texas Energy LLC,32.048373,-103.015022,Winkler,TX,Wolfcamp B,SHUT-IN,2022-06-28,2022-09-24,12871,24574,11226,12609,13081
42-389-65124,Turner 6H,Loving,Texas Energy LLC,31.361897,-103.238226,Reeves,TX,2nd Bone Spring,ACTIVE,2022-06-07,2022-08-11,12129,19182,7385,11637,12343
42-389-30276,Ward 8H,Reeves County,Texas Energy LLC,31.013022,-103.315835,Reeves,TX,Wolfcamp B,ACTIVE,2025-12-13,2026-02-03,8591,22150,13974,8340,8689
42-475-52345,Graham 4V,Mentone,Texas Energy LLC,31.386642,-103.443383,Ward,TX,Delaware Mountain,ACTIVE,2025-05-09,2025-07-06,8518,22740,14319,8307,8804
42-495-86815,Fisher 5H,Culberson County,Texas Energy LLC,32.053143,-103.288131,Winkler,TX,1st Bone Spring,ACTIVE,2023-10-12,2023-12-19,9026,21060,12363,8909,9321
42-495-30017,Turner 3V,Orla,Texas Energy LLC,31.726103,-103.191576,Winkler,TX,Wolfcamp B,ACTIVE,2024-08-22,2024-10-10,13453,28172,14682,13277,13730
42-389-79877,Butler 5V,Van Horn,Texas Energy LLC,31.710451,-103.63172,Reeves,TX,Delaware Mountain,ACTIVE,2023-03-11,2023-05-06,11895,20873,9214,11641,12120
42-389-78460,Harrison 3H,Reeves County,Texas Energy LLC,31.596286,-103.53505,Reeves,TX,Bone Spring,ACTIVE,2025-03-07,2025-05-24,12054,20979,9361,11620,12107
42-301-69571,Fisher 5H,Kermit,Texas Energy LLC,31.601948,-103.948281,Loving,TX,3rd Bone Spring,ACTIVE,2022-12-10,2023-03-10,10254,21880,11213,10119,10322
42-475-93372,Simmons 5H,Delaware Basin,Texas Energy LLC,31.432437,-103.087133,Ward,TX,Delaware Mountain,SHUT-IN,2025-04-25,2025-07-08,13168,28351,14999,12874,13304
42-389-93334,Powell 9H,Grandfalls,Texas Energy LLC,31.527427,-103.788988,Reeves,TX,Wolfcamp A,SHUT-IN,2024-09-10,2024-10-26,12614,24993,12054,12423,12691
42-475-80666,Johnson 10H,Grandfalls,Texas Energy LLC,31.643523,-103.063944,Ward,TX,Wolfcamp B,ACTIVE,2022-08-03,2022-10-09,11215,19201,8169,10856,11307
42-371-96970,Beal 8H,Loving,Texas Energy LLC,30.578886,-103.51229,Pecos,TX,Wolfcamp B,ACTIVE,2023-01-06,2023-03-06,11966,21651,10082,11775,12055
42-109-39046,Morris 7H,Coyanosa,Texas Energy LLC,31.990296,-104.422343,Culberson,TX,2nd Bone Spring,SHUT-IN,2025-08-28,2025-11-05,11577,18090,6314,11139,11850
42-109-53204,Fisher 11V,Buena Vista,Texas Energy LLC,31.713582,-104.434765,Culberson,TX,Wolfcamp C,ACTIVE,2024-06-16,2024-09-03,10360,16779,6467,10103,10503
42-389-49978,Scott 5V,Grandfalls,Texas Energy LLC,31.082381,-103.648491,Reeves,TX,Wolfcamp A,ACTIVE,2025-06-19,2025-09-09,13454,23485,9542,12977,13727
42-371-62638,Harrison 4V,Monahans,Texas Energy LLC,30.912531,-103.308486,Pecos,TX,1st Bone Spring,ACTIVE,2023-11-03,2023-12-27,11777,21855,9835,11590,11960
42-389-77486,Wilson 8V,Ward-Estes,Texas Energy LLC,31.637763,-103.678423,Reeves,TX,Wolfcamp B,ACTIVE,2022-04-07,2022-06-02,12939,27078,14121,12836,13109
42-109-32154,West 3H,Culberson County,Texas Energy LLC,31.742368,-104.339962,Culberson,TX,Wolfcamp C,SHUT-IN,2023-10-14,2023-12-09,9201,23275,13576,8917,9268
42-495-38850,Cattle Co 2V,Imperial,Texas Energy LLC,31.841029,-103.044807,Winkler,TX,Bone Spring,ACTIVE,2024-10-04,2024-12-15,9371,16222,6836,9048,9475
42-475-80173,Hill 11H,Balmorhea,Texas Energy LLC,31.403016,-103.282405,Ward,TX,Wolfcamp C,ACTIVE,2025-06-27,2025-09-06,9763,19882,9726,9320,9845
42-389-80620,Wallace 6H,Red Hills,Texas Energy LLC,31.236832,-103.506528,Reeves,TX,1st Bone Spring,ACTIVE,2024-06-19,2024-08-24,8918,16475,7065,8610,9022
42-109-96790,Reynolds 1H,Delaware Basin,Texas Energy LLC,31.703954,-104.194134,Culberson,TX,Wolfcamp B,ACTIVE,2022-05-08,2022-06-26,11355,22895,11646,10995,11492
42-371-46409,Howard 11V,Ward-Estes,Texas Energy LLC,31.08691,-102.698901,Pecos,TX,Wolfcamp A,ACTIVE,2025-09-18,2025-12-14,10231,19537,9742,10108,10337
42-495-87233,Sanders 1H,Reeves County,Texas Energy LLC,31.964541,-103.196264,Winkler,TX,2nd Bone Spring,ACTIVE,2024-08-17,2024-11-09,11889,25686,13496,11416,12160
42-475-93501,Minerals 2V,Buena Vista,Texas Energy LLC,31.696663,-103.285946,Ward,TX,Avalon Shale,ACTIVE,2025-03-19,2025-06-06,8778,19751,11062,8405,8861
42-371-53070,Hayes 3V,Imperial,Texas Energy LLC,31.225187,-103.765174,Pecos,TX,2nd Bone Spring,ACTIVE,2024-03-24,2024-05-31,11385,20309,8493,11165,11472
42-109-34635,Reynolds 11H,Loving,Texas Energy LLC,31.687005,-104.068842,Culberson,TX,Wolfcamp B,SHUT-IN,2024-05-27,2024-07-15,13182,23912,11108,12825,13404
42-389-52832,Moore 9H,Kermit,Texas Energy LLC,31.608776,-103.102304,Reeves,TX,Wolfcamp B,ACTIVE,2024-02-27,2024-05-07,8647,15125,6388,8238,8718
42-109-61275,Bryant 7H,Reeves County,Texas Energy LLC,31.552491,-104.261912,Culberson,TX,2nd Bone Spring,ACTIVE,2025-08-19,2025-11-05,8805,20669,11532,8384,9045
42-475-92037,White 10H,Kermit,Texas Energy LLC,31.433541,-103.45974,Ward,TX,1st Bone Spring,ACTIVE,2025-02-26,2025-05-14,10984,24264,13201,10637,11111
42-389-82184,Torres 12H,Mentone,Texas Energy LLC,31.400173,-103.579869,Reeves,TX,Brushy Canyon,ACTIVE,2022-09-26,2022-11-19,8694,23629,14620,8399,8866
42-389-68549,Kelly 7H,Imperial,Texas Energy LLC,31.144835,-103.266574,Reeves,TX,1st Bone Spring,ACTIVE,2023-06-20,2023-08-08,11696,16756,5454,11556,11791
42-389-58329,Barnes 2H,Van Horn,Texas Energy LLC,31.37452,-103.530458,Reeves,TX,Wolfcamp A,ACTIVE,2024-05-23,2024-08-05,9761,22634,13265,9595,9867
42-389-72357,Cattle Co 6V,Pecos Valley,Texas Energy LLC,31.766257,-103.159523,Reeves,TX,Bone Spring,ACTIVE,2024-03-19,2024-05-03,11933,27295,14875,11613,12128
42-389-40458,Howard 5H,Kermit,Texas Energy LLC,31.684254,-103.193461,Reeves,TX,1st Bone Spring,ACTIVE,2024-06-07,2024-09-02,10687,16979,6169,10262,10780
42-389-71182,Adams 6H,Buena Vista,Texas Energy LLC,31.286303,-103.148572,Reeves,TX,Wolfcamp A,SHUT-IN,2025-01-07,2025-03-03,9332,15736,6287,9149,9382
42-371-60953,Reynolds 12V,Mentone,Texas Energy LLC,30.638468,-102.929513,Pecos,TX,Delaware Mountain,ACTIVE,2025-06-18,2025-08-08,12147,19848,7886,11840,12214
42-109-49055,Harris 1V,Wink,Texas Energy LLC,31.963452,-104.057751,Culberson,TX,Brushy Canyon,ACTIVE,2024-08-10,2024-10-30,9704,24210,14260,9378,9840
42-301-35666,Brooks 7H,Coyanosa,Texas Energy LLC,31.633198,-103.840826,Loving,TX,Avalon Shale,ACTIVE,2022-05-19,2022-08-07,8979,16138,7293,8767,9191
42-389-89849,Watson 4H,Ward-Estes,Texas Energy LLC,31.325422,-103.212413,Reeves,TX,Wolfcamp B,ACTIVE,2023-10-19,2023-12-09,9658,21780,11661,9244,9927
42-495-47392,Phillips 11H,Van Horn,Texas Energy LLC,31.799871,-103.144303,Winkler,TX,Bone Spring,SHUT-IN,2024-11-14,2025-01-22,12202,18587,6237,11709,12275
42-495-43254,Williams 6H,Pecos Valley,Texas Energy LLC,31.852765,-103.009867,Winkler,TX,Wolfcamp C,ACTIVE,2024-12-21,2025-02-09,12050,19269,6907,11852,12246
42-389-45437,Butler 10V,Balmorhea,Texas Energy LLC,31.376429,-103.193525,Reeves,TX,Wolfcamp A,ACTIVE,2022-11-13,2023-01-30,10944,22267,11768,10767,11029
42-301-33136,Jenkins 3H,Buena Vista,Texas Energy LLC,31.985542,-103.540331,Loving,TX,Wolfcamp C,ACTIVE,2023-09-23,2023-12-08,10101,21994,11494,9713,10366
42-389-50200,Campbell 11H,Buena Vista,Texas Energy LLC,31.035565,-103.74453,Reeves,TX,3rd Bone Spring,ACTIVE,2025-02-26,2025-04-22,10217,18266,7610,10109,10320
42-475-66428,Kelly 11H,Monahans,Texas Energy LLC,31.297858,-103.458205,Ward,TX,Brushy Canyon,ACTIVE,2024-10-20,2025-01-05,8959,19781,10915,8784,9192
42-389-85610,Kelly 9H,Toyah,Texas Energy LLC,31.440519,-103.353721,Reeves,TX,Wolfcamp A,ACTIVE,2023-03-04,2023-05-03,9115,21523,12873,8968,9324
42-389-92558,Cattle Co 1H,Delaware Basin,Texas Energy LLC,31.371417,-103.424146,Reeves,TX,3rd Bone Spring,ACTIVE,2022-08-03,2022-10-17,10117,16808,6636,9716,10222
42-389-36171,Harris 9H,Van Horn,Texas Energy LLC,31.725877,-103.26439,Reeves,TX,Wolfcamp A,ACTIVE,2025-10-19,2025-12-03,10306,21185,10552,9818,10576
42-495-94157,Foster 7V,Mentone,Texas Energy LLC,31.911086,-103.180446,Winkler,TX,Wolfcamp B,SHUT-IN,2024-08-20,2024-10-15,10936,25191,14669,10492,11020
42-109-67451,Butler 4H,Pecos Valley,Texas Energy LLC,31.306725,-104.238215,Culberson,TX,Wolfcamp B,ACTIVE,2022-03-26,2022-06-24,9225,23685,14038,9106,9367
42-495-38142,White 7V,Ward-Estes,Texas Energy LLC,31.967114,-103.267303,Winkler,TX,Avalon Shale,SHUT-IN,2022-11-10,2023-01-17,10309,19379,8590,10141,10481
42-389-93483,Long 7H,Balmorhea,Texas Energy LLC,31.276099,-103.413658,Reeves,TX,Avalon Shale,SHUT-IN,2023-10-13,2023-12-11,11865,17405,5715,11384,12036
42-301-33525,Howard 2H,Kermit,Texas Energy LLC,31.906078,-103.687423,Loving,TX,Wolfcamp B,ACTIVE,2022-11-08,2023-01-07,10422,20641,10113,10279,10705
42-475-58971,Gibson 11V,Orla,Texas Energy LLC,31.422889,-103.304433,Ward,TX,1st Bone Spring,SHUT-IN,2022-08-04,2022-10-06,11907,17931,6406,11434,11993
42-475-73479,Cooper 2H,Pecos Valley,Texas Energy LLC,31.599768,-103.055985,Ward,TX,Wolfcamp B,ACTIVE,2024-07-21,2024-10-08,9859,24333,14354,9560,9956
42-475-85236,Jackson 8H,Culberson County,Texas Energy LLC,31.239355,-103.26753,Ward,TX,Bone Spring,ACTIVE,2024-02-09,2024-04-23,10760,19223,8240,10350,10926
42-371-72601,Jackson 11H,Wink,Texas Energy LLC,31.230667,-102.709993,Pecos,TX,Bone Spring,ACTIVE,2024-06-28,2024-08-19,10233,17521,6873,9839,10527
42-389-41932,Resources 8H,Monahans,Texas Energy LLC,31.01256,-103.69747,Reeves,TX,Wolfcamp B,ACTIVE,2023-06-24,2023-09-01,12278,20871,8356,11818,12539
42-389-99275,Butler 1H,Orla,Texas Energy LLC,31.646938,-103.665393,Reeves,TX,Wolfcamp A,ACTIVE,2024-07-19,2024-10-06,9089,19360,10582,8640,9325
42-475-38608,Anderson 8H,Buena Vista,Texas Energy LLC,31.518254,-103.407229,Ward,TX,Wolfcamp A,ACTIVE,2025-09-02,2025-11-28,10955,17655,6687,10656,11213
42-475-89444,Coleman 12V,Mentone,Texas Energy LLC,31.389687,-103.280706,Ward,TX,Wolfcamp B,ACTIVE,2025-06-02,2025-08-22,12740,26437,13604,12380,13006
42-475-59567,Clayton 5H,Mentone,Texas Energy LLC,31.281328,-103.463145,Ward,TX,Wolfcamp B,ACTIVE,2022-06-06,2022-08-14,9818,16106,6228,9671,9954
42-301-86917,King 5H,Ward-Estes,Texas Energy LLC,31.883312,-103.769456,Loving,TX,Wolfcamp A,ACTIVE,2024-05-20,2024-08-02,12750,25534,13116,12341,13049
42-475-69316,Wilson 12H,Balmorhea,Texas Energy LLC,31.484665,-103.209143,Ward,TX,2nd Bone Spring,ACTIVE,2025-01-09,2025-03-21,13426,22865,9435,13003,13521
42-389-48554,Baker 5H,Reeves County,Texas Energy LLC,31.573062,-103.604939,Reeves,TX,Bone Spring,ACTIVE,2025-12-22,2026-03-05,12347,19161,6539,11931,12610
42-389-88368,Nelson 3H,Balmorhea,Texas Energy LLC,31.522162,-103.535927,Reeves,TX,Avalon Shale,SHUT-IN,2023-12-18,2024-02-26,12398,24447,11841,12228,12539
42-389-89525,Patterson 11H,Coyanosa,Texas Energy LLC,31.67116,-103.515418,Reeves,TX,Wolfcamp A,ACTIVE,2023-04-26,2023-06-14,11549,20545,9313,11088,11789
42-371-37094,Sanders 11H,Fort Stockton,Texas Energy LLC,31.179848,-102.877536,Pecos,TX,Bone Spring,ACTIVE,2024-03-07,2024-05-04,10102,15121,5149,9631,10371
42-301-73357,Cook 5H,Balmorhea,Texas Energy LLC,31.740724,-103.773127,Loving,TX,Wolfcamp A,SHUT-IN,2022-12-18,2023-03-17,10016,17875,8138,9538,10189
42-389-77616,Hart 12H,Culberson County,Texas Energy LLC,31.226397,-103.295535,Reeves,TX,Bone Spring,ACTIVE,2024-09-17,2024-11-23,11989,23504,11396,11745,12168
42-475-55767,Bass 1H,Culberson County,Texas Energy LLC,31.404635,-103.228149,Ward,TX,Wolfcamp C,ACTIVE,2022-02-16,2022-04-17,9618,20560,10464,9230,9915
42-371-79749,Moore 10H,Wink,Texas Energy LLC,30.71593,-103.57856,Pecos,TX,Wolfcamp A,ACTIVE,2025-11-15,2026-02-10,9502,23090,13548,9279,9699
42-109-31766,Price 1V,Delaware Basin,Texas Energy LLC,31.903191,-104.770545,Culberson,TX,2nd Bone Spring,ACTIVE,2023-05-19,2023-08-14,11462,22945,11904,11322,11665
42-475-80701,Roberts 1V,Fort Stockton,Texas Energy LLC,31.296399,-103.160865,Ward,TX,Delaware Mountain,ACTIVE,2025-02-02,2025-04-22,8986,23790,14403,8814,9142
42-389-90542,Baker 7H,Mentone,Texas Energy LLC,31.304924,-103.27783,Reeves,TX,Wolfcamp A,ACTIVE,2023-06-22,2023-09-04,12471,24598,12558,12329,12661
42-389-48639,Alexander 7H,Reeves County,Texas Energy LLC,31.609687,-103.662566,Reeves,TX,Wolfcamp B,ACTIVE,2022-03-07,2022-05-17,13163,21262,8172,12986,13322
42-475-32438,Green 10H,Fort Stockton,Texas Energy LLC,31.513922,-103.241888,Ward,TX,Wolfcamp A,ACTIVE,2025-10-24,2026-01-17,8990,22251,13556,8704,9158
42-475-60116,Land Trust 7V,Culberson County,Texas Energy LLC,31.634199,-103.105293,Ward,TX,2nd Bone Spring,ACTIVE,2022-12-22,2023-03-01,8539,22052,13686,8264,8716
42-109-97350,Stewart 9H,Van Horn,Texas Energy LLC,31.383548,-104.767493,Culberson,TX,Wolfcamp A,ACTIVE,2024-01-11,2024-03-25,9768,15079,5654,9503,9970
42-371-81487,Foster 10H,Mentone,Texas Energy LLC,30.750446,-102.663064,Pecos,TX,Brushy Canyon,ACTIVE,2025-07-07,2025-08-25,12441,24790,12533,12040,12586
42-389-76826,Ranch 6V,Coyanosa,Texas Energy LLC,31.599788,-103.5399,Reeves,TX,Wolfcamp B,ACTIVE,2023-11-20,2024-02-10,12990,19672,7026,12644,13257
42-389-33841,Cook 10V,Loving,Texas Energy LLC,31.094771,-103.518986,Reeves,TX,Wolfcamp C,ACTIVE,2022-12-24,2023-03-20,12638,23500,11308,12509,12739
42-495-60237,Cattle Co 5V,Van Horn,Texas Energy LLC,31.94369,-103.489783,Winkler,TX,Wolfcamp A,ACTIVE,2025-11-01,2025-12-30,10944,17929,7141,10506,11023
42-475-64582,Torres 9H,Fort Stockton,Texas Energy LLC,31.513601,-103.220217,Ward,TX,Wolfcamp B,ACTIVE,2023-04-24,2023-07-22,12417,25503,12766,11943,12489
42-495-70116,Bailey 12H,Reeves County,Texas Energy LLC,31.898778,-103.297704,Winkler,TX,Bone Spring,ACTIVE,2022-02-11,2022-04-07,11159,21409,10232,10708,11320
42-109-65842,Long 7H,Orla,Texas Energy LLC,31.501453,-104.341219,Culberson,TX,3rd Bone Spring,SHUT-IN,2022-05-23,2022-07-12,11337,23755,12247,11106,11578
42-371-91515,Bailey 9V,Delaware Basin,Texas Energy LLC,30.76966,-102.901149,Pecos,TX,1st Bone Spring,ACTIVE,2024-05-28,2024-07-30,13369,26515,13413,13109,13656
42-389-92574,Stewart 5H,Reeves County,Texas Energy LLC,31.761578,-103.545649,Reeves,TX,2nd Bone Spring,ACTIVE,2023-11-07,2023-12-27,12135,17971,6040,11836,12375
42-389-63025,Stewart 11H,Grandfalls,Texas Energy LLC,31.070944,-103.604879,Reeves,TX,2nd Bone Spring,ACTIVE,2022-07-12,2022-10-01,13435,21867,8215,13330,13657
42-389-51790,King 6H,Delaware Basin,Texas Energy LLC,31.060447,-103.361364,Reeves,TX,3rd Bone Spring,SHUT-IN,2025-11-18,2026-02-07,9702,20489,10458,9286,9973
42-371-35179,King 4H,Kermit,Texas Energy LLC,31.239064,-103.711834,Pecos,TX,1st Bone Spring,ACTIVE,2023-01-09,2023-03-12,9043,13922,5322,8581,9269
42-109-77682,Reed 7H,Ward-Estes,Texas Energy LLC,31.352578,-104.553292,Culberson,TX,Wolfcamp A,ACTIVE,2022-03-17,2022-06-08,13411,19922,6640,13253,13485
42-389-34604,Ramirez 2H,Balmorhea,Texas Energy LLC,31.426424,-103.320892,Reeves,TX,2nd Bone Spring,ACTIVE,2025-02-14,2025-04-14,9861,19451,9360,9495,10093
42-301-67744,Hughes 3H,Orla,Texas Energy LLC,31.670291,-103.875455,Loving,TX,Avalon Shale,ACTIVE,2024-01-15,2024-03-17,10172,21082,10570,10061,10369
42-495-60305,Johnson 12V,Monahans,Texas Energy LLC,31.935266,-103.182403,Winkler,TX,Wolfcamp A,ACTIVE,2023-02-01,2023-04-08,10337,15735,5407,10194,10427
42-109-73068,State 11H,Loving,Texas Energy LLC,31.424066,-104.275118,Culberson,TX,Wolfcamp A,SHUT-IN,2022-02-05,2022-04-07,9884,19860,9789,9653,10040
42-475-38021,Cook 4V,Toyah,Texas Energy LLC,31.308257,-103.256662,Ward,TX,Wolfcamp A,ACTIVE,2024-02-27,2024-05-01,12622,23157,10313,12287,12843
42-475-62346,Bryant 12H,Monahans,Texas Energy LLC,31.413778,-103.111893,Ward,TX,2nd Bone Spring,ACTIVE,2022-09-04,2022-11-16,12242,18334,5694,12017,12424
42-495-50455,Woods 12H,Monahans,Texas Energy LLC,31.977366,-103.036768,Winkler,TX,Wolfcamp B,ACTIVE,2025-01-13,2025-03-11,11834,20620,8599,11663,12101
42-389-58091,Graham 4H,Grandfalls,Texas Energy LLC,31.685689,-103.346834,Reeves,TX,1st Bone Spring,ACTIVE,2022-11-01,2023-01-15,9583,17535,7837,9479,9690
42-495-47004,Reynolds 12H,Ward-Estes,Texas Energy LLC,31.846518,-103.242343,Winkler,TX,Avalon Shale,ACTIVE,2022-09-07,2022-11-02,12951,19939,6734,12783,13049
42-475-35540,University 5H,Imperial,Texas Energy LLC,31.233537,-103.311287,Ward,TX,Bone Spring,ACTIVE,2025-09-18,2025-11-27,12801,25931,12645,12370,13092
42-301-80418,Flores 2H,Reeves County,Texas Energy LLC,31.964333,-103.908278,Loving,TX,1st Bone Spring,ACTIVE,2023-05-21,2023-08-08,10891,17198,6093,10420,11125
