EVENT_ID,API_NO,WELL_NAME,FIELD,EVENT_DATE,EVENT_TYPE,EVENT_DESCRIPTION,DURATION_HOURS,COST_USD
EVT-002194,42-371-61795,Ross 4V,Loving,2024-07-28,FAILURE,Gas lift valve failure causing complete loss of artificial lift,432.2,53936.69
EVT-002195,42-371-61795,Ross 4V,Loving,2025-03-28,FAILURE,"Casing collapse detected during pressure test, integrity compromised",376.5,415989.59
EVT-002196,42-371-61795,Ross 4V,Loving,2025-08-25,EQUIPMENT_CHANGE,"VSD drive failure causing ESP shutdown, replacement ordered",108.4,59586.27
EVT-002197,42-371-61795,Ross 4V,Loving,2023-03-06,FAILURE,Complete ESP system failure - motor burnout and pump lockup,301.5,756000.84
EVT-002198,42-371-61795,Ross 4V,Loving,2026-05-24,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",408.6,102506.51
EVT-002199,42-371-61795,Ross 4V,Loving,2026-06-18,FAILURE,"Tubing leak detected at depth, production ceased for workover",391.7,43428.14
EVT-002200,42-475-33949,Ramirez 12H,Coyanosa,2026-04-25,INSPECTION,Routine tubing pressure test and casing inspection,23.5,6144.67
EVT-002201,42-475-33949,Ramirez 12H,Coyanosa,2026-02-13,INSPECTION,Quarterly ESP system diagnostic and vibration analysis completed,38.6,17874.92
EVT-002202,42-475-33949,Ramirez 12H,Coyanosa,2026-02-25,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,34.8,6691.78
EVT-002203,42-389-61270,Wallace 3V,Culberson County,2025-11-27,FAILURE,Electrical cable failure on ESP causing complete shutdown,53.7,261419.18
EVT-002204,42-389-61270,Wallace 3V,Culberson County,2025-12-12,WORKOVER,"Casing collapse detected during pressure test, integrity compromised",281.9,102460.7
EVT-002205,42-389-61270,Wallace 3V,Culberson County,2025-11-16,EQUIPMENT_CHANGE,"Tubing leak detected at depth, production ceased for workover",28.7,162827.28
EVT-002206,42-389-61270,Wallace 3V,Culberson County,2025-12-27,EQUIPMENT_CHANGE,"Downhole pump seized due to severe sand production, pulling unit dispatched",150.9,247278.72
EVT-002207,42-389-61270,Wallace 3V,Culberson County,2025-11-11,WORKOVER,"ESP motor failure due to overheating, well shut-in pending replacement",87.2,1487371.84
EVT-002208,42-389-61270,Wallace 3V,Culberson County,2025-11-09,WORKOVER,"Downhole pump seized due to severe sand production, pulling unit dispatched",629.0,1024646.61
EVT-002209,42-389-61270,Wallace 3V,Culberson County,2025-10-12,EQUIPMENT_CHANGE,"Hole in tubing at 6500ft, severe production loss and gas migration",145.6,51713.94
EVT-002210,42-389-61270,Wallace 3V,Culberson County,2026-07-02,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",45.5,283626.17
EVT-002211,42-389-61270,Wallace 3V,Culberson County,2026-06-28,FAILURE,"Casing collapse detected during pressure test, integrity compromised",404.6,620445.86
EVT-002212,42-389-73292,Gibson 3H,Toyah,2026-02-26,FAILURE,"Christmas tree valve failure, emergency well control initiated",221.4,687582.76
EVT-002213,42-389-73292,Gibson 3H,Toyah,2026-04-21,FAILURE,"Tubing leak detected at depth, production ceased for workover",383.2,412574.88
EVT-002214,42-389-73292,Gibson 3H,Toyah,2026-05-30,FAILURE,"Tubing leak detected at depth, production ceased for workover",249.2,103145.5
EVT-002215,42-389-73292,Gibson 3H,Toyah,2026-06-25,FAILURE,Gas lift valve failure causing complete loss of artificial lift,131.7,355062.07
EVT-002216,42-301-67819,Collins 7H,Loving,2025-10-21,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,37.1,1155.71
EVT-002217,42-301-67819,Collins 7H,Loving,2026-01-07,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,15.5,6207.29
EVT-002218,42-109-89231,King 12H,Wink,2024-03-08,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,34.0,3305.74
EVT-002219,42-371-39065,State 10H,Culberson County,2026-01-22,MAINTENANCE,Routine tubing pressure test and casing inspection,19.2,5534.69
EVT-002220,42-389-37667,Jackson 7H,Mentone,2026-02-26,INSPECTION,Routine tubing pressure test and casing inspection,38.8,4192.21
EVT-002221,42-389-37667,Jackson 7H,Mentone,2025-02-26,INSPECTION,Annual safety valve inspection and function test completed,24.7,7108.8
EVT-002222,42-389-37667,Jackson 7H,Mentone,2024-04-22,MAINTENANCE,Annual safety valve inspection and function test completed,17.0,8876.33
EVT-002223,42-389-37667,Jackson 7H,Mentone,2024-08-09,INSPECTION,Routine tubing pressure test and casing inspection,22.0,7375.44
EVT-002224,42-109-96342,Land Trust 4H,Buena Vista,2024-07-18,MAINTENANCE,Annual safety valve inspection and function test completed,10.3,7013.03
EVT-002225,42-389-39159,Hamilton 10H,Imperial,2025-08-27,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,34.1,16619.31
EVT-002226,42-389-39159,Hamilton 10H,Imperial,2025-09-09,INSPECTION,Scheduled wellhead maintenance and valve replacement,19.0,13507.93
EVT-002227,42-389-39159,Hamilton 10H,Imperial,2025-05-28,INSPECTION,Routine tubing pressure test and casing inspection,3.2,21668.61
EVT-002228,42-389-39159,Hamilton 10H,Imperial,2024-09-25,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,8.3,13863.06
EVT-002229,42-301-60924,Davis 3H,Fort Stockton,2023-07-25,INSPECTION,Annual safety valve inspection and function test completed,29.2,14650.4
EVT-002230,42-301-60924,Davis 3H,Fort Stockton,2025-12-27,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,41.5,2267.69
EVT-002231,42-301-60924,Davis 3H,Fort Stockton,2022-12-31,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,2.2,1160.45
EVT-002232,42-301-60924,Davis 3H,Fort Stockton,2022-12-14,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,40.4,10805.11
EVT-002233,42-389-80393,Beal 9H,Imperial,2025-06-16,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,44.1,3887.66
EVT-002234,42-389-80393,Beal 9H,Imperial,2024-11-05,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,43.8,1160.96
EVT-002235,42-389-80393,Beal 9H,Imperial,2026-03-31,INSPECTION,Surface facility maintenance including separator cleaning and meter calibration,14.0,20122.14
EVT-002236,42-389-80393,Beal 9H,Imperial,2025-11-13,MAINTENANCE,Routine tubing pressure test and casing inspection,24.6,8011.93
EVT-002237,42-475-74906,Kelly 4V,Wink,2024-10-28,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,19.0,10004.26
EVT-002238,42-475-74906,Kelly 4V,Wink,2024-01-16,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,9.7,8559.51
EVT-002239,42-475-74906,Kelly 4V,Wink,2026-01-01,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,20.4,11677.99
EVT-002240,42-371-81842,Minerals 3H,Balmorhea,2024-12-24,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,17.4,23536.49
EVT-002241,42-371-81842,Minerals 3H,Balmorhea,2026-03-23,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,23.9,20659.79
EVT-002242,42-371-81842,Minerals 3H,Balmorhea,2025-06-19,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,35.2,22531.06
EVT-002243,42-371-84289,Thompson 3H,Grandfalls,2026-05-29,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,8.9,2785.65
EVT-002244,42-371-84289,Thompson 3H,Grandfalls,2025-03-29,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,15.5,5029.34
EVT-002245,42-475-65885,Wallace 4H,Fort Stockton,2026-06-09,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,43.2,23004.97
EVT-002246,42-475-65885,Wallace 4H,Fort Stockton,2026-04-29,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,4.6,15098.26
EVT-002247,42-475-65885,Wallace 4H,Fort Stockton,2024-09-21,MAINTENANCE,Routine preventive maintenance on ESP system including motor inspection and cable check,24.1,1756.25
EVT-002248,42-475-65885,Wallace 4H,Fort Stockton,2025-09-22,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,34.8,18549.42
EVT-002249,42-389-90338,Moore 1H,Delaware Basin,2026-03-21,INSPECTION,Scheduled wellhead maintenance and valve replacement,7.1,11767.18
EVT-002250,42-475-83282,Gibson 4H,Red Hills,2024-12-11,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",650.0,591508.02
EVT-002251,42-475-83282,Gibson 4H,Red Hills,2022-08-22,WORKOVER,"Rod parting at depth, well dead, workover rig scheduled",673.2,1108084.51
EVT-002252,42-475-83282,Gibson 4H,Red Hills,2024-07-23,FAILURE,"Severe corrosion-induced tubing failure, well flowing up annulus",189.2,79719.42
EVT-002253,42-475-83282,Gibson 4H,Red Hills,2026-05-13,WORKOVER,Gas lift valve failure causing complete loss of artificial lift,232.2,1334024.15
EVT-002254,42-475-83282,Gibson 4H,Red Hills,2026-06-14,FAILURE,"Hole in tubing at 6500ft, severe production loss and gas migration",91.4,170834.0
EVT-002255,42-475-83282,Gibson 4H,Red Hills,2026-05-30,FAILURE,"VSD drive failure causing ESP shutdown, replacement ordered",90.7,459800.72
EVT-002256,42-109-57314,Henderson 6H,Imperial,2026-01-07,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,4.6,12461.61
EVT-002257,42-109-57314,Henderson 6H,Imperial,2026-06-05,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,46.2,9557.95
EVT-002258,42-109-57314,Henderson 6H,Imperial,2026-06-11,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,9.6,14808.69
EVT-002259,42-109-57314,Henderson 6H,Imperial,2026-02-03,MAINTENANCE,Routine tubing pressure test and casing inspection,37.5,10274.15
EVT-002260,42-389-81807,Martin 7V,Monahans,2026-02-06,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,25.9,12306.96
EVT-002261,42-389-81807,Martin 7V,Monahans,2025-12-16,INSPECTION,Routine tubing pressure test and casing inspection,15.8,2888.16
EVT-002262,42-389-81807,Martin 7V,Monahans,2026-03-15,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,46.2,14528.47
EVT-002263,42-389-81807,Martin 7V,Monahans,2026-01-23,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,31.0,18955.16
EVT-002264,42-301-98971,Cole 2H,Orla,2024-01-31,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,34.4,3120.08
EVT-002265,42-301-98971,Cole 2H,Orla,2025-07-16,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,5.0,19031.39
EVT-002266,42-475-46420,Gray 11V,Culberson County,2024-10-27,MAINTENANCE,Corrosion coupon retrieval and analysis - 2 mpy average rate,47.6,7496.58
EVT-002267,42-389-90405,Russell 3H,Balmorhea,2025-05-08,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,13.2,17166.28
EVT-002268,42-389-90405,Russell 3H,Balmorhea,2026-05-15,MAINTENANCE,Routine tubing pressure test and casing inspection,10.0,21672.64
EVT-002269,42-389-90405,Russell 3H,Balmorhea,2025-10-23,MAINTENANCE,Routine tubing pressure test and casing inspection,41.5,16811.61
EVT-002270,42-389-90405,Russell 3H,Balmorhea,2026-03-28,CHEMICAL_TREATMENT,Routine preventive maintenance on ESP system including motor inspection and cable check,22.8,14442.5
EVT-002271,42-109-48293,Coleman 8V,Mentone,2024-07-06,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,17.5,3434.37
EVT-002272,42-109-48293,Coleman 8V,Mentone,2025-04-17,INSPECTION,Routine tubing pressure test and casing inspection,41.8,21014.96
EVT-002273,42-109-48293,Coleman 8V,Mentone,2024-04-11,MAINTENANCE,Surface facility maintenance including separator cleaning and meter calibration,43.2,24441.55
EVT-002274,42-109-48293,Coleman 8V,Mentone,2026-06-13,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,38.9,4325.68
EVT-002275,42-301-34901,Brooks 9H,Grandfalls,2023-08-11,CHEMICAL_TREATMENT,"Increasing water cut trend noted, zone isolation evaluation in progress",41.8,2610.18
EVT-002276,42-301-34901,Brooks 9H,Grandfalls,2025-04-21,MAINTENANCE,"Scale buildup detected in tubing, chemical squeeze scheduled",27.7,8889.05
EVT-002277,42-301-34901,Brooks 9H,Grandfalls,2026-06-14,FAILURE,"Intermittent ESP trips due to gas slugging, VSD ramp adjusted",447.6,266539.62
EVT-002278,42-475-76608,Cooper 11H,Mentone,2026-03-11,MAINTENANCE,Annual safety valve inspection and function test completed,24.1,4646.92
EVT-002279,42-389-47793,Powell 6H,Coyanosa,2023-03-16,MAINTENANCE,"Paraffin accumulation restricting flow, hot oil treatment performed",42.3,20416.71
EVT-002280,42-389-47793,Powell 6H,Coyanosa,2025-02-13,INSPECTION,"Elevated motor temperature detected, monitoring increased frequency",16.0,12934.96
EVT-002281,42-389-47793,Powell 6H,Coyanosa,2024-05-16,MAINTENANCE,"Sand production increasing, pump wear accelerating",21.9,10147.63
EVT-002282,42-389-47793,Powell 6H,Coyanosa,2026-05-24,FAILURE,Emulsion issues at separator requiring increased demulsifier dosage,122.2,557613.34
EVT-002283,42-109-64300,University 12H,Grandfalls,2026-05-19,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,23.3,18195.59
EVT-002284,42-109-64300,University 12H,Grandfalls,2026-05-24,MAINTENANCE,Annual safety valve inspection and function test completed,24.7,8302.98
EVT-002285,42-109-64300,University 12H,Grandfalls,2026-02-01,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,44.0,1647.14
EVT-002286,42-109-64300,University 12H,Grandfalls,2026-05-21,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,16.6,24118.28
EVT-002287,42-475-79496,Morris 5H,Kermit,2026-04-19,INSPECTION,Scheduled wellhead maintenance and valve replacement,5.6,23049.69
EVT-002288,42-475-79496,Morris 5H,Kermit,2026-01-29,MAINTENANCE,Scheduled wellhead maintenance and valve replacement,15.5,23242.67
EVT-002289,42-495-85304,Cox 3H,Monahans,2024-09-19,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,41.7,9737.34
EVT-002290,42-495-85304,Cox 3H,Monahans,2026-03-17,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,37.7,17807.58
EVT-002291,42-301-98977,Ranch 7H,Coyanosa,2026-03-29,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,37.9,18758.58
EVT-002292,42-301-98977,Ranch 7H,Coyanosa,2026-06-10,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,4.7,15839.49
EVT-002293,42-301-98977,Ranch 7H,Coyanosa,2026-05-04,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,8.4,13860.84
EVT-002294,42-475-65576,Green 7H,Coyanosa,2026-04-19,CHEMICAL_TREATMENT,Routine tubing pressure test and casing inspection,4.2,22192.15
EVT-002295,42-475-93474,Davis 12V,Delaware Basin,2024-11-11,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,41.9,9459.27
EVT-002296,42-475-93474,Davis 12V,Delaware Basin,2025-03-20,CHEMICAL_TREATMENT,Corrosion coupon retrieval and analysis - 2 mpy average rate,25.7,16345.2
EVT-002297,42-389-44605,Stewart 5H,Loving,2025-04-01,MAINTENANCE,Quarterly ESP system diagnostic and vibration analysis completed,2.1,23543.38
EVT-002298,42-389-44605,Stewart 5H,Loving,2025-10-18,CHEMICAL_TREATMENT,Quarterly ESP system diagnostic and vibration analysis completed,43.5,16858.61
EVT-002299,42-389-44605,Stewart 5H,Loving,2025-11-08,CHEMICAL_TREATMENT,Annual safety valve inspection and function test completed,30.6,1724.93
EVT-002300,42-371-49405,Morris 3H,Red Hills,2024-01-26,CHEMICAL_TREATMENT,Scheduled wellhead maintenance and valve replacement,46.7,4767.12
EVT-002301,42-371-49405,Morris 3H,Red Hills,2024-03-21,INSPECTION,Scheduled wellhead maintenance and valve replacement,23.6,14194.03
EVT-002302,42-371-49405,Morris 3H,Red Hills,2025-09-13,INSPECTION,Routine tubing pressure test and casing inspection,39.3,20424.3
EVT-002303,42-371-49405,Morris 3H,Red Hills,2026-03-07,CHEMICAL_TREATMENT,Surface facility maintenance including separator cleaning and meter calibration,45.1,4403.37
EVT-002304,42-495-71347,Thompson 3H,Fort Stockton,2022-06-17,MAINTENANCE,"Increasing water cut trend noted, zone isolation evaluation in progress",4.0,13176.31
EVT-002305,42-495-71347,Thompson 3H,Fort Stockton,2022-10-10,EQUIPMENT_CHANGE,"Elevated motor temperature detected, monitoring increased frequency",94.3,28300.42
EVT-002306,42-495-71347,Thompson 3H,Fort Stockton,2022-05-18,EQUIPMENT_CHANGE,"Gas lift valve partially plugged, reduced injection efficiency",13.7,38359.02
EVT-002307,42-495-71347,Thompson 3H,Fort Stockton,2026-05-18,FAILURE,"Increasing water cut trend noted, zone isolation evaluation in progress",246.0,488283.87
EVT-002308,42-371-77435,Peterson 12H,Grandfalls,2025-07-30,INSPECTION,Routine preventive maintenance on ESP system including motor inspection and cable check,32.7,11147.35
EVT-002309,42-371-77435,Peterson 12H,Grandfalls,2024-10-24,INSPECTION,Corrosion coupon retrieval and analysis - 2 mpy average rate,10.2,17048.97
EVT-002310,42-371-63901,Peterson 7H,Mentone,2025-07-07,CHEMICAL_TREATMENT,Emulsion issues at separator requiring increased demulsifier dosage,39.8,19660.27
EVT-002311,42-371-63901,Peterson 7H,Mentone,2025-01-17,EQUIPMENT_CHANGE,"Sand production increasing, pump wear accelerating",36.3,54937.07
EVT-002312,42-371-63901,Peterson 7H,Mentone,2024-03-05,EQUIPMENT_CHANGE,"Scale buildup detected in tubing, chemical squeeze scheduled",61.5,37269.07
EVT-002313,42-371-63901,Peterson 7H,Mentone,2026-05-14,INSPECTION,"Increasing water cut trend noted, zone isolation evaluation in progress",37.2,3755.9
